orderid,first_x,first_y,last_x,last_y
1511133,121.506,31.265,121.512,31.266
240354,121.494,31.346,121.5,31.344
94446,121.506,31.321,121.516,31.319
84509,121.386,31.227,121.392,31.227
918534,121.474,31.211,121.479,31.213
240235,121.445,31.333,121.461,31.327
474405,121.428,31.166,121.432,31.163
742545,121.498,31.292,121.499,31.293
1012612,121.5,31.33,121.541,31.324
418269,121.492,31.299,121.503,31.301
554824,121.411,31.12,121.421,31.124
1173167,121.529,31.324,121.531,31.324
802544,121.448,31.307,121.453,31.31
925991,121.325,31.216,121.367,31.215
175490,121.396,31.221,121.404,31.206
172499,121.377,31.272,121.382,31.283
145366,121.483,31.29,121.486,31.291
242856,121.483,31.227,121.499,31.225
989475,121.478,31.286,121.482,31.282
828467,121.44,31.317,121.446,31.32
815179,121.48,31.285,121.497,31.263
1556255,121.265,31.169,121.283,31.169
353600,121.539,31.313,121.541,31.314
531131,121.48,31.26,121.483,31.259
783214,121.516,31.233,121.562,31.257
1596535,121.324,31.232,121.327,31.233
1724263,121.382,31.251,121.41,31.236
1100344,121.514,31.293,121.532,31.287
183465,121.404,31.214,121.406,31.22
1069089,121.523,31.289,121.548,31.29
1737156,121.466,31.268,121.49,31.279
880845,121.346,31.303,121.349,31.308
334351,121.478,31.307,121.485,31.307
781672,121.414,31.13,121.415,31.13
1709187,121.382,31.194,121.385,31.191
1120929,121.436,31.182,121.459,31.192
203535,121.35,31.409,121.358,31.413
1493958,121.477,31.294,121.481,31.295
1112020,121.46,31.205,121.463,31.207
1514554,121.481,31.345,121.491,31.346
1492773,121.439,31.241,121.44,31.242
606154,121.447,31.19,121.452,31.22
1543245,121.421,31.201,121.432,31.202
517869,121.533,31.223,121.534,31.224
649622,121.355,31.248,121.364,31.249
1455064,121.321,31.294,121.35,31.282
1482565,121.511,31.294,121.515,31.298
1164534,121.385,31.173,121.388,31.173
1073654,121.393,31.351,121.397,31.349
312176,121.491,31.253,121.535,31.286
140910,121.4,31.169,121.404,31.159
1347274,121.404,31.231,121.41,31.236
510684,121.447,31.317,121.492,31.311
305723,121.493,31.184,121.504,31.198
1766039,121.528,31.332,121.532,31.338
605752,121.488,31.203,121.498,31.208
71673,121.451,31.293,121.468,31.292
1075371,121.422,31.358,121.451,31.29
1686183,121.436,31.206,121.461,31.207
59182,121.451,31.213,121.455,31.207
671677,121.474,31.192,121.479,31.194
1077470,121.375,31.245,121.385,31.241
1215931,121.405,31.242,121.41,31.242
1596873,121.514,31.265,121.528,31.275
510663,121.478,31.229,121.481,31.232
802291,121.516,31.274,121.521,31.277
256135,121.365,31.201,121.373,31.211
523865,121.38,31.174,121.384,31.167
495577,121.447,31.19,121.453,31.194
1338041,121.43,31.37,121.439,31.375
972916,121.507,31.329,121.524,31.329
1229459,121.557,31.204,121.564,31.204
1619396,121.488,31.381,121.493,31.372
1772540,121.382,31.246,121.387,31.258
668104,121.48,31.297,121.49,31.298
1125853,121.493,31.307,121.496,31.312
1512296,121.344,31.289,121.431,31.259
1179423,121.532,31.317,121.536,31.321
171162,121.297,31.31,121.323,31.304
726073,121.487,31.229,121.492,31.231
240609,121.473,31.294,121.482,31.29
946460,121.437,31.338,121.445,31.342
1661862,121.52,31.312,121.536,31.311
440660,121.506,31.314,121.511,31.307
837322,121.506,31.282,121.516,31.298
695607,121.49,31.274,121.493,31.282
1642802,121.542,31.331,121.546,31.327
1183462,121.472,31.198,121.482,31.203
580778,121.523,31.26,121.527,31.255
436460,121.468,31.271,121.474,31.274
1185005,121.533,31.268,121.538,31.264
648739,121.468,31.231,121.473,31.237
1441549,121.477,31.251,121.485,31.25
145784,121.498,31.29,121.509,31.288
59672,121.457,31.208,121.463,31.217
62403,121.502,31.263,121.513,31.255
1450959,121.438,31.227,121.449,31.233
120929,121.352,31.215,121.358,31.219
190782,121.525,31.293,121.533,31.296
1192962,121.44,31.331,121.444,31.326
544067,121.483,31.251,121.484,31.252
1466350,121.517,31.307,121.527,31.301
715729,121.438,31.183,121.444,31.18
19318,121.55,31.192,121.561,31.189
144006,121.411,31.164,121.416,31.15
1462419,121.367,31.237,121.371,31.249
1248595,121.473,31.25,121.477,31.257
398940,121.424,31.206,121.434,31.212
226251,121.515,31.313,121.541,31.324
805120,121.51,31.258,121.518,31.27
889527,121.448,31.296,121.449,31.296
226702,121.338,31.149,121.346,31.139
1159089,121.443,31.341,121.453,31.335
1510773,121.531,31.265,121.534,31.262
1165936,121.413,31.424,121.471,31.245
1558270,121.487,31.232,121.491,31.229
535611,121.427,31.381,121.437,31.388
809887,121.427,31.209,121.432,31.216
689367,121.308,31.29,121.322,31.296
549041,121.411,31.273,121.419,31.271
548248,121.477,31.294,121.487,31.291
20619,121.543,31.311,121.543,31.312
251710,121.494,31.349,121.501,31.348
366632,121.325,31.235,121.325,31.239
1214792,121.485,31.303,121.492,31.299
312776,121.524,31.322,121.527,31.324
438648,121.444,31.195,121.45,31.199
1620009,121.382,31.248,121.383,31.248
1304306,121.409,31.185,121.426,31.188
989290,121.488,31.382,121.499,31.385
542302,121.427,31.223,121.467,31.225
1651311,121.485,31.303,121.499,31.301
672124,121.311,31.269,121.315,31.269
879931,121.499,31.275,121.5,31.275
1176112,121.422,31.283,121.43,31.295
1547912,121.534,31.299,121.539,31.302
1728,121.515,31.272,121.517,31.271
1248997,121.315,31.238,121.326,31.239
158406,121.471,31.198,121.485,31.202
920637,121.465,31.219,121.472,31.206
283323,121.358,31.211,121.359,31.211
1483915,121.38,31.243,121.393,31.239
252873,121.545,31.28,121.557,31.273
607400,121.346,31.286,121.354,31.283
326055,121.445,31.327,121.449,31.329
1618051,121.348,31.153,121.458,31.184
272926,121.471,31.208,121.479,31.204
451204,121.478,31.203,121.485,31.2
1142222,121.499,31.262,121.504,31.266
1712356,121.291,31.207,121.293,31.214
645427,121.265,31.176,121.314,31.192
1022042,121.45,31.227,121.458,31.222
227697,121.435,31.152,121.443,31.157
402498,121.473,31.318,121.478,31.32
1123998,121.52,31.28,121.525,31.275
1441627,121.426,31.365,121.43,31.367
1505174,121.406,31.25,121.42,31.257
549179,121.533,31.261,121.534,31.262
1079172,121.371,31.231,121.456,31.254
713391,121.483,31.237,121.488,31.239
60871,121.518,31.309,121.533,31.305
1251620,121.511,31.307,121.518,31.307
826952,121.488,31.332,121.492,31.339
729561,121.535,31.324,121.546,31.311
751914,121.487,31.233,121.489,31.234
407743,121.328,31.256,121.33,31.254
807048,121.41,31.219,121.411,31.226
1138835,121.465,31.306,121.473,31.302
549149,121.398,31.291,121.411,31.291
1195506,121.506,31.261,121.51,31.258
539675,121.488,31.202,121.496,31.211
1435381,121.443,31.206,121.463,31.181
351173,121.531,31.306,121.537,31.318
12628,121.538,31.302,121.542,31.296
1702279,121.369,31.158,121.391,31.17
673133,121.433,31.327,121.441,31.331
1040867,121.508,31.308,121.514,31.303
467264,121.395,31.232,121.411,31.255
234120,121.428,31.303,121.46,31.313
357334,121.431,31.24,121.441,31.243
536833,121.575,31.237,121.605,31.233
379162,121.518,31.259,121.535,31.26
1154444,121.388,31.276,121.391,31.276
1280821,121.559,31.22,121.623,31.259
1133307,121.305,31.241,121.325,31.238
1309472,121.499,31.301,121.509,31.304
44267,121.523,31.309,121.527,31.309
248530,121.428,31.327,121.441,31.33
366719,121.495,31.136,121.504,31.137
1176730,121.326,31.2,121.345,31.216
373318,121.397,31.26,121.41,31.242
1036724,121.512,31.059,121.519,31.064
409652,121.388,31.177,121.404,31.185
1267487,121.424,31.254,121.432,31.266
1227553,121.536,31.283,121.538,31.281
121813,121.369,31.197,121.373,31.194
362024,121.403,31.222,121.41,31.231
654900,121.376,31.313,121.381,31.314
1647128,121.403,31.284,121.416,31.253
838234,121.542,31.289,121.549,31.289
447875,121.451,31.199,121.459,31.202
471304,121.366,31.23,121.376,31.232
374617,121.405,31.29,121.438,31.304
203975,121.438,31.337,121.441,31.338
401783,121.445,31.237,121.447,31.239
125865,121.434,31.252,121.44,31.254
1560094,121.489,31.259,121.515,31.303
1422246,121.531,31.323,121.546,31.327
1261905,121.472,31.198,121.485,31.204
1413001,121.394,31.258,121.403,31.25
287997,121.456,31.271,121.465,31.277
516909,121.516,31.297,121.531,31.288
236821,121.392,31.18,121.397,31.171
421038,121.488,31.325,121.506,31.329
1554954,121.316,31.232,121.32,31.241
234359,121.418,31.275,121.425,31.286
128256,121.511,31.306,121.518,31.311
1168653,121.48,31.227,121.49,31.232
584248,121.459,31.249,121.472,31.253
184781,121.431,31.265,121.439,31.26
979538,121.455,31.242,121.459,31.245
1357415,121.539,31.179,121.541,31.184
1265345,121.483,31.166,121.494,31.178
1439866,121.473,31.272,121.479,31.269
35801,121.522,31.33,121.524,31.334
653621,121.358,31.212,121.359,31.211
1781191,121.507,31.276,121.516,31.274
481288,121.586,31.348,121.602,31.321
653817,121.374,31.188,121.379,31.193
271383,121.504,31.194,121.511,31.197
647321,121.528,31.278,121.528,31.279
1422925,121.379,31.32,121.381,31.319
853926,121.392,31.164,121.399,31.154
671135,121.466,31.261,121.472,31.26
1292618,121.472,31.294,121.481,31.295
188901,121.353,31.345,121.357,31.345
80104,121.406,31.307,121.413,31.305
1329660,121.47,31.254,121.476,31.252
156863,121.418,31.137,121.421,31.133
407652,121.528,31.328,121.531,31.328
917836,121.497,31.298,121.506,31.296
400048,121.531,31.323,121.532,31.329
1010311,121.422,31.202,121.423,31.206
510356,121.518,31.274,121.537,31.263
771726,121.494,31.302,121.514,31.302
1705829,121.441,31.223,121.5,31.222
1177605,121.448,31.314,121.467,31.319
1644336,121.42,31.152,121.426,31.154
430723,121.43,31.237,121.475,31.221
136728,121.38,31.194,121.386,31.189
455406,121.51,31.304,121.513,31.303
729500,121.533,31.268,121.536,31.265
262433,121.449,31.188,121.454,31.191
770074,121.376,31.231,121.454,31.31
31262,121.46,31.3,121.467,31.3
771674,121.434,31.018,121.466,31.015
244260,121.38,31.089,121.388,31.092
1360443,121.535,31.267,121.537,31.264
370628,121.444,31.208,121.452,31.213
18671,121.404,31.215,121.405,31.218
1803121,121.422,31.264,121.428,31.265
1439855,121.443,31.34,121.458,31.336
1481532,121.456,31.222,121.467,31.204
891583,121.506,31.301,121.521,31.288
968666,121.546,31.311,121.553,31.311
1563549,121.521,31.316,121.536,31.321
612794,121.432,31.185,121.437,31.196
1162000,121.397,31.316,121.399,31.318
1759370,121.481,31.311,121.485,31.31
1145896,121.489,31.306,121.505,31.306
1667348,121.523,31.228,121.551,31.209
349856,121.378,31.313,121.389,31.32
340628,121.412,31.212,121.423,31.213
674390,121.499,31.25,121.524,31.263
592080,121.419,31.265,121.424,31.25
458286,121.506,31.282,121.51,31.277
858860,121.496,31.27,121.587,31.244
46319,121.534,31.331,121.536,31.333
1297462,121.485,31.303,121.491,31.307
1301098,121.353,31.214,121.368,31.213
201537,121.404,31.151,121.408,31.152
433219,121.445,31.31,121.47,31.319
676966,121.475,31.268,121.478,31.269
1271146,121.516,31.274,121.534,31.291
1376700,121.528,31.211,121.53,31.211
1557946,121.421,31.195,121.432,31.192
1221824,121.384,31.191,121.413,31.196
1618910,121.441,31.177,121.445,31.178
1612956,121.413,31.232,121.449,31.26
1354568,121.444,31.278,121.452,31.278
227354,121.365,31.23,121.367,31.237
1373998,121.37,31.168,121.419,31.163
32188,121.333,31.387,121.337,31.387
632170,121.388,31.24,121.399,31.216
1469575,121.447,31.285,121.458,31.28
274484,121.368,31.124,121.406,31.126
1429935,121.605,31.301,121.624,31.294
971615,121.582,31.238,121.589,31.24
1446952,121.427,31.28,121.441,31.297
397627,121.48,31.313,121.485,31.318
1737753,121.486,31.369,121.5,31.382
1481174,121.487,31.314,121.492,31.315
188072,121.448,31.179,121.456,31.184
407108,121.487,31.282,121.49,31.282
64438,121.305,31.211,121.314,31.195
1275171,121.434,31.237,121.442,31.242
242833,121.517,31.27,121.531,31.254
68730,121.456,31.154,121.46,31.157
497027,121.483,31.32,121.491,31.32
1561022,121.462,31.198,121.475,31.206
351791,121.401,31.28,121.406,31.279
1344672,121.433,31.203,121.438,31.198
391739,121.429,31.208,121.433,31.202
795577,121.572,31.248,121.582,31.241
962551,121.528,31.328,121.542,31.324
1606108,121.572,31.247,121.588,31.242
203923,121.426,31.31,121.448,31.306
676888,121.548,31.202,121.552,31.21
797094,121.417,31.215,121.423,31.212
760980,121.408,31.178,121.424,31.197
593163,121.442,31.185,121.452,31.18
1420148,121.427,31.229,121.442,31.224
25901,121.538,31.277,121.54,31.278
1550645,121.367,31.213,121.372,31.216
566221,121.496,31.27,121.525,31.266
1135657,121.35,31.171,121.392,31.158
259569,121.427,31.381,121.432,31.384
60234,121.465,31.294,121.482,31.29
1667319,121.404,31.231,121.433,31.229
1770810,121.505,31.323,121.531,31.309
743939,121.548,31.205,121.549,31.203
214033,121.442,31.216,121.45,31.215
1677629,121.502,31.14,121.509,31.142
1079081,121.385,31.104,121.386,31.108
79823,121.374,31.216,121.376,31.213
485647,121.428,31.276,121.431,31.275
675576,121.451,31.252,121.476,31.254
1754571,121.469,31.249,121.482,31.245
1156951,121.399,31.239,121.404,31.233
854235,121.532,31.313,121.553,31.306
1582860,121.445,31.202,121.449,31.202
380875,121.48,31.307,121.485,31.307
457922,121.428,31.193,121.447,31.199
11908,121.326,31.135,121.33,31.137
667874,121.476,31.303,121.484,31.305
309404,121.423,31.243,121.429,31.246
1805495,121.461,31.277,121.471,31.29
983563,121.445,31.202,121.447,31.2
1672087,121.593,31.326,121.606,31.318
566193,121.388,31.168,121.43,31.13
1331953,121.592,31.245,121.597,31.248
867613,121.437,31.321,121.444,31.321
1098953,121.449,31.258,121.46,31.246
929209,121.434,31.239,121.447,31.226
873288,121.5,31.334,121.506,31.331
1180891,121.456,31.206,121.458,31.207
397857,121.463,31.217,121.471,31.208
263703,121.431,31.182,121.437,31.187
697364,121.426,31.133,121.482,31.196
387610,121.493,31.282,121.497,31.271
33574,121.331,31.223,121.358,31.218
1524447,121.474,31.283,121.479,31.282
362381,121.413,31.156,121.419,31.163
1431484,121.428,31.196,121.433,31.196
17207,121.361,31.218,121.364,31.218
300418,121.384,31.184,121.396,31.173
1203477,121.365,31.2,121.369,31.207
934662,121.437,31.27,121.448,31.273
588636,121.41,31.176,121.43,31.203
1130502,121.457,31.169,121.458,31.168
700370,121.35,31.171,121.381,31.176
1096991,121.378,31.245,121.382,31.243
290507,121.37,31.208,121.375,31.214
265190,121.362,31.258,121.367,31.259
599370,121.513,31.229,121.533,31.145
438262,121.412,31.212,121.417,31.212
1495328,121.511,31.315,121.528,31.288
995409,121.439,31.221,121.449,31.236
1563832,121.538,31.316,121.544,31.327
167038,121.397,31.162,121.413,31.169
823489,121.452,31.194,121.459,31.192
728449,121.429,31.233,121.435,31.231
704806,121.383,31.27,121.388,31.269
943274,121.516,31.303,121.524,31.303
695965,121.449,31.179,121.457,31.185
1210865,121.38,31.323,121.439,31.284
599266,121.452,31.178,121.452,31.181
1629778,121.45,31.23,121.453,31.232
1431217,121.366,31.21,121.373,31.216
750035,121.531,31.323,121.534,31.331
10921,121.476,31.338,121.491,31.346
325474,121.404,31.326,121.408,31.316
824684,121.344,31.25,121.344,31.252
1097963,121.441,31.327,121.444,31.326
1571096,121.37,31.174,121.423,31.177
354858,121.518,31.308,121.524,31.306
1802091,121.391,31.21,121.395,31.209
1486027,121.38,31.221,121.416,31.238
212480,121.455,31.298,121.468,31.316
432982,121.489,31.311,121.493,31.315
527443,121.443,31.2,121.448,31.207
1030830,121.477,31.264,121.491,31.253
1100933,121.402,31.221,121.41,31.229
1276452,121.493,31.196,121.504,31.209
773963,121.435,31.274,121.45,31.268
660991,121.349,31.226,121.354,31.224
922120,121.537,31.178,121.545,31.17
1534838,121.413,31.187,121.415,31.187
688853,121.493,31.178,121.502,31.179
584609,121.488,31.26,121.493,31.27
717659,121.466,31.203,121.471,31.201
906819,121.504,31.231,121.535,31.214
1348995,121.425,31.264,121.434,31.262
1246045,121.362,31.258,121.364,31.26
1669864,121.427,31.25,121.457,31.245
1791945,121.406,31.155,121.42,31.16
1699248,121.594,31.262,121.598,31.258
1774666,121.455,31.363,121.491,31.369
629610,121.491,31.4,121.501,31.404
1150331,121.476,31.231,121.482,31.235
203830,121.442,31.221,121.489,31.208
278057,121.495,31.327,121.507,31.328
1558037,121.438,31.278,121.451,31.279
723238,121.382,31.172,121.389,31.174
1080364,121.519,31.318,121.531,31.314
781356,121.401,31.138,121.404,31.134
1266136,121.536,31.288,121.542,31.292
582993,121.483,31.29,121.483,31.294
1479350,121.426,31.27,121.431,31.276
495980,121.484,31.256,121.486,31.255
1648381,121.342,31.15,121.343,31.15
1345788,121.425,31.261,121.444,31.278
1644166,121.307,31.289,121.354,31.282
1247175,121.504,31.304,121.514,31.307
1352229,121.468,31.187,121.498,31.221
1085428,121.383,31.27,121.395,31.235
614330,121.427,31.291,121.431,31.294
988861,121.39,31.205,121.412,31.191
417844,121.349,31.13,121.362,31.131
1650163,121.449,31.171,121.465,31.198
726512,121.351,31.23,121.358,31.223
257482,121.399,31.167,121.407,31.168
1048799,121.426,31.224,121.435,31.218
50166,121.486,31.254,121.527,31.318
921592,121.364,31.242,121.379,31.232
1063373,121.312,31.245,121.4,31.248
546883,121.376,31.311,121.393,31.319
517872,121.454,31.223,121.458,31.219
516770,121.391,31.26,121.404,31.286
758761,121.417,31.218,121.45,31.226
1452578,121.511,31.28,121.519,31.292
1805233,121.48,31.332,121.482,31.336
972449,121.504,31.304,121.513,31.304
1060760,121.482,31.196,121.488,31.197
1209274,121.475,31.283,121.477,31.294
329430,121.479,31.311,121.485,31.311
180243,121.457,31.243,121.47,31.231
117169,121.449,31.154,121.473,31.209
708298,121.379,31.29,121.422,31.302
1762653,121.509,31.235,121.522,31.224
840958,121.412,31.224,121.413,31.224
1533665,121.409,31.18,121.416,31.175
55037,121.524,31.318,121.536,31.328
1255886,121.493,31.289,121.5,31.292
318561,121.363,31.204,121.373,31.21
1108940,121.474,31.203,121.48,31.205
360157,121.431,31.289,121.449,31.293
1235895,121.601,31.273,121.618,31.263
1795814,121.431,31.136,121.446,31.133
1686769,121.398,31.345,121.407,31.348
967800,121.49,31.34,121.492,31.339
939394,121.455,31.191,121.458,31.196
1229947,121.532,31.296,121.546,31.28
1749832,121.504,31.295,121.51,31.289
1762461,121.435,31.178,121.458,31.184
1104537,121.476,31.207,121.479,31.204
656713,121.488,31.213,121.495,31.205
915621,121.343,31.162,121.347,31.157
1282944,121.369,31.237,121.375,31.242
1343170,121.425,31.295,121.438,31.304
1354727,121.365,31.249,121.376,31.271
1430607,121.363,31.183,121.443,31.196
228493,121.554,31.285,121.558,31.282
729146,121.468,31.205,121.478,31.206
790766,121.447,31.322,121.45,31.327
1311955,121.531,31.323,121.534,31.328
994616,121.496,31.299,121.5,31.296
72550,121.428,31.25,121.478,31.226
293238,121.449,31.188,121.454,31.19
966831,121.413,31.184,121.416,31.175
887681,121.391,31.222,121.399,31.23
361607,121.424,31.151,121.424,31.152
1456429,121.489,31.349,121.497,31.351
1221029,121.361,31.176,121.405,31.168
601631,121.433,31.151,121.434,31.152
1441983,121.488,31.313,121.491,31.32
1013114,121.422,31.206,121.434,31.202
1196290,121.431,31.276,121.442,31.269
1568860,121.431,31.216,121.438,31.215
1189591,121.43,31.228,121.442,31.234
1474255,121.461,31.277,121.481,31.294
643089,121.538,31.281,121.541,31.278
1751176,121.456,31.27,121.465,31.265
1613099,121.45,31.216,121.456,31.215
53813,121.478,31.338,121.485,31.334
1249698,121.476,31.197,121.493,31.197
1535004,121.478,31.27,121.481,31.268
1605391,121.443,31.382,121.477,31.402
1430094,121.438,31.262,121.45,31.274
1429693,121.358,31.36,121.371,31.346
1287440,121.405,31.103,121.411,31.105
1653257,121.441,31.289,121.443,31.291
1727345,121.584,31.312,121.589,31.312
1614673,121.431,31.334,121.441,31.331
1196169,121.474,31.325,121.479,31.32
206465,121.525,31.211,121.532,31.214
783859,121.382,31.15,121.401,31.154
542592,121.5,31.211,121.504,31.22
1250829,121.455,31.113,121.456,31.114
785139,121.419,31.234,121.423,31.231
1490968,121.456,31.185,121.473,31.187
183500,121.374,31.234,121.379,31.232
228154,121.414,31.27,121.416,31.263
1676959,121.353,31.162,121.355,31.163
1757364,121.451,31.156,121.459,31.161
1601253,121.5,31.324,121.504,31.319
40237,121.506,31.282,121.519,31.288
149580,121.447,31.317,121.457,31.319
702217,121.368,31.213,121.372,31.215
876754,121.475,31.201,121.477,31.199
1395810,121.474,31.321,121.497,31.351
1344773,121.524,31.293,121.536,31.288
690814,121.444,31.236,121.452,31.222
1654539,121.454,31.332,121.459,31.333
211088,121.418,31.17,121.429,31.175
1389686,121.32,31.232,121.335,31.225
1750147,121.514,31.306,121.525,31.331
1124576,121.486,31.266,121.49,31.262
1555296,121.433,31.153,121.439,31.155
1098481,121.439,31.233,121.441,31.235
987515,121.498,31.271,121.502,31.263
645479,121.535,31.288,121.544,31.293
1513974,121.491,31.373,121.501,31.374
711908,121.536,31.283,121.558,31.281
712084,121.535,31.276,121.546,31.28
1234044,121.446,31.217,121.468,31.205
1451724,121.404,31.239,121.41,31.245
955143,121.453,31.21,121.46,31.228
1230115,121.409,31.143,121.417,31.148
1695778,121.41,31.27,121.423,31.264
829228,121.381,31.284,121.382,31.284
538827,121.509,31.28,121.52,31.298
1022384,121.477,31.209,121.48,31.21
182461,121.495,31.208,121.504,31.208
712448,121.569,31.239,121.585,31.246
176227,121.349,31.158,121.35,31.157
170775,121.416,31.238,121.423,31.242
277154,121.362,31.357,121.373,31.358
612018,121.492,31.393,121.503,31.389
1175263,121.415,31.246,121.422,31.249
1343660,121.531,31.28,121.554,31.293
899237,121.397,31.246,121.402,31.249
1217225,121.472,31.276,121.482,31.282
1751000,121.449,31.297,121.471,31.299
1509365,121.427,31.252,121.439,31.248
1625640,121.434,31.266,121.448,31.26
147935,121.377,31.272,121.378,31.282
1530208,121.399,31.248,121.403,31.25
317606,121.442,31.273,121.449,31.27
1537444,121.521,31.315,121.535,31.321
399792,121.455,31.313,121.461,31.31
1097234,121.476,31.283,121.482,31.282
836554,121.509,31.295,121.518,31.294
174278,121.448,31.307,121.453,31.31
1660561,121.432,31.26,121.434,31.26
73969,121.503,31.306,121.508,31.299
1053394,121.46,31.272,121.469,31.263
711237,121.484,31.305,121.485,31.305
243554,121.353,31.22,121.361,31.218
1340950,121.472,31.219,121.486,31.211
1275018,121.531,31.323,121.538,31.328
1081175,121.519,31.309,121.525,31.309
1578067,121.374,31.234,121.382,31.245
745613,121.514,31.332,121.536,31.318
685531,121.528,31.331,121.532,31.326
1013769,121.471,31.304,121.48,31.299
620987,121.485,31.282,121.49,31.279
581591,121.507,31.329,121.538,31.33
953471,121.459,31.26,121.47,31.25
1437265,121.494,31.349,121.501,31.348
268964,121.478,31.21,121.482,31.203
555254,121.449,31.188,121.461,31.186
297896,121.393,31.12,121.407,31.121
1212819,121.318,31.268,121.336,31.245
556970,121.443,31.192,121.447,31.198
1224311,121.512,31.052,121.532,31.046
1748630,121.468,31.313,121.482,31.314
47334,121.472,31.21,121.526,31.254
934447,121.533,31.27,121.541,31.27
932772,121.454,31.206,121.458,31.229
1146937,121.535,31.287,121.543,31.293
1017356,121.412,31.269,121.426,31.284
990120,121.439,31.255,121.45,31.234
1017225,121.352,31.179,121.372,31.217
718043,121.478,31.338,121.489,31.342
1707934,121.44,31.254,121.455,31.247
688594,121.475,31.3,121.479,31.285
245695,121.471,31.371,121.487,31.382
1757217,121.365,31.275,121.389,31.268
24362,121.451,31.172,121.452,31.177
1635840,121.546,31.27,121.559,31.273
146952,121.525,31.314,121.535,31.314
230914,121.31,31.287,121.322,31.296
108682,121.488,31.297,121.499,31.301
601321,121.429,31.286,121.452,31.278
523544,121.474,31.315,121.483,31.311
1223256,121.493,31.315,121.496,31.312
97380,121.515,31.303,121.519,31.307
56570,121.484,31.212,121.49,31.201
1710164,121.429,31.173,121.435,31.177
423384,121.433,31.174,121.473,31.197
1009307,121.394,31.259,121.397,31.258
1565777,121.453,31.153,121.455,31.153
749222,121.395,31.291,121.411,31.293
1086939,121.482,31.335,121.488,31.332
580543,121.533,31.268,121.538,31.265
883695,121.442,31.229,121.445,31.23
897704,121.444,31.217,121.448,31.218
1287996,121.526,31.318,121.541,31.307
1493893,121.419,31.279,121.423,31.283
1165459,121.383,31.222,121.387,31.222
1378311,121.479,31.27,121.485,31.282
34445,121.541,31.241,121.544,31.245
299934,121.428,31.142,121.436,31.131
1608497,121.391,31.276,121.397,31.276
1686317,121.364,31.179,121.369,31.183
196598,121.412,31.272,121.422,31.274
1413133,121.479,31.269,121.49,31.259
1268686,121.347,31.178,121.371,31.19
748096,121.49,31.273,121.494,31.268
528469,121.477,31.249,121.483,31.248
1707496,121.526,31.318,121.535,31.325
479410,121.519,31.297,121.521,31.297
1108387,121.53,31.314,121.546,31.322
1793432,121.381,31.31,121.383,31.311
1642499,121.5,31.336,121.501,31.336
1330653,121.507,31.302,121.515,31.3
524244,121.49,31.305,121.491,31.315
984029,121.491,31.33,121.516,31.328
1657876,121.326,31.241,121.364,31.249
512046,121.383,31.247,121.433,31.251
444879,121.457,31.24,121.464,31.23
742534,121.514,31.332,121.524,31.335
1027518,121.476,31.403,121.478,31.406
510716,121.475,31.199,121.479,31.193
1669871,121.481,31.203,121.487,31.201
548296,121.462,31.244,121.47,31.242
1801263,121.429,31.413,121.439,31.407
1401204,121.475,31.284,121.483,31.29
137205,121.388,31.276,121.393,31.271
888770,121.392,31.226,121.411,31.245
285610,121.396,31.322,121.398,31.326
1073895,121.413,31.279,121.418,31.284
119624,121.475,31.314,121.477,31.316
330576,121.475,31.244,121.483,31.259
205313,121.381,31.31,121.388,31.32
514528,121.532,31.304,121.549,31.307
986159,121.406,31.159,121.411,31.151
570589,121.507,31.299,121.514,31.302
1771350,121.364,31.131,121.393,31.105
33667,121.354,31.168,121.357,31.17
553486,121.38,31.221,121.384,31.231
1275784,121.432,31.226,121.441,31.211
459269,121.531,31.297,121.534,31.301
1334927,121.43,31.135,121.461,31.12
1052203,121.416,31.238,121.444,31.249
1519393,121.389,31.276,121.404,31.275
578082,121.4,31.291,121.414,31.299
1057990,121.549,31.226,121.552,31.225
1017404,121.484,31.32,121.495,31.323
1091508,121.447,31.325,121.46,31.331
680175,121.438,31.321,121.446,31.32
1006962,121.52,31.305,121.532,31.314
1169095,121.516,31.301,121.531,31.305
903760,121.427,31.251,121.449,31.313
1460439,121.503,31.306,121.506,31.302
1358498,121.375,31.323,121.38,31.323
152197,121.458,31.226,121.488,31.243
760350,121.447,31.263,121.477,31.271
666608,121.477,31.333,121.505,31.318
1309956,121.398,31.241,121.411,31.245
1402181,121.309,31.309,121.323,31.3
1612748,121.488,31.314,121.491,31.311
552718,121.392,31.235,121.396,31.24
237358,121.32,31.238,121.322,31.238
662912,121.414,31.259,121.419,31.254
625224,121.329,31.233,121.333,31.24
202446,121.387,31.238,121.396,31.26
1087464,121.522,31.284,121.53,31.289
734483,121.566,31.257,121.587,31.274
760632,121.399,31.199,121.425,31.183
1486966,121.48,31.269,121.49,31.27
508427,121.439,31.225,121.442,31.223
1513626,121.481,31.277,121.505,31.268
1147840,121.438,31.228,121.443,31.23
402240,121.496,31.265,121.5,31.262
1366278,121.359,31.117,121.368,31.134
342741,121.425,31.25,121.431,31.247
1341940,121.438,31.287,121.475,31.277
1402948,121.459,31.289,121.466,31.272
594118,121.316,31.232,121.32,31.238
1745037,121.58,31.255,121.588,31.252
138627,121.473,31.344,121.493,31.35
1608628,121.305,31.15,121.313,31.152
1349343,121.413,31.199,121.44,31.219
174433,121.458,31.312,121.468,31.316
1527621,121.478,31.304,121.485,31.306
1545691,121.451,31.244,121.456,31.244
1481194,121.456,31.153,121.46,31.159
