orderid,dist
1172703,.110874903
1628344,.110874903
311186,.110874903
557492,.110874903
811691,.110874903
1493251,.110874920
1778481,.110874920
194976,.110874920
24033,.110874920
1028844,.110874937
1035441,.110874937
566432,.110874937
1633276,.110874955
215246,.110874955
238918,.110874955
373750,.110874955
821310,.110874972
845600,.110874972
1391841,.110874989
1784769,.110874989
626006,.110874989
808717,.110874989
1338393,.110875006
1618761,.110875024
349242,.110875024
1298334,.110875041
1477597,.110875041
524404,.110875041
724385,.110875041
1188199,.110875058
1431363,.110875058
1791942,.110875058
732382,.110875058
872423,.110875058
1517194,.110875076
346925,.110875076
762198,.110875093
1147914,.110875110
345003,.110875110
1595188,.110875127
429253,.110875127
671636,.110875127
1345905,.110875145
1773290,.110875162
785986,.110875162
1010869,.110875179
1672608,.110875179
35444,.110875179
640502,.110875179
1015956,.110875197
1057172,.110875214
690295,.110875214
1409229,.110875249
1264228,.110875266
64181,.110875266
1408941,.110875283
874788,.110875283
1460349,.110875318
1535991,.110875318
70878,.110875421
412519,.110875473
1247312,.110875491
1332216,.110875543
1599046,.110875577
1416995,.110875612
396769,.110875768
701280,.110876131
1686656,.110876321
491578,.110876443
339437,.146083418
124073,.146094992
1789521,.146096920
905557,.146100134
1772126,.146103990
1679362,.146105918
1726922,.146111701
403139,.146112343
1371632,.146116840
774970,.146118767
664215,.146120052
163425,.146120052
1641869,.146120694
827933,.146120694
889309,.146121978
165603,.146122621
1348829,.146124547
1350629,.146126474
1246900,.146127116
1323500,.146127116
1072397,.146127758
1617154,.146128400
1755980,.146128400
1187803,.146129042
707337,.146130968
120550,.146130968
1282379,.146132252
247053,.146132252
1378688,.146132894
1326237,.146136104
395976,.146136104
1531566,.146137388
1280709,.146138671
616587,.146139313
811682,.146139313
1232068,.146139313
767782,.146139955
1287368,.146141239
707510,.146141239
1499791,.146141881
1090917,.146142522
1308918,.146142522
241822,.146143164
638845,.146143806
1792187,.146145089
1467361,.146145089
272233,.146145089
31128,.146145731
491542,.146145731
981228,.146145731
1024620,.146146373
1422615,.146146373
1362437,.146147656
100653,.146148298
275095,.146148298
587241,.146148298
384865,.146148939
1461650,.146149581
970837,.146149581
676229,.146150223
1694117,.146150864
1424813,.146151506
271504,.146152147
1653016,.146152147
799953,.146153430
143854,.146153430
539658,.146154072
436635,.146155355
1088079,.146155996
296981,.146156638
287614,.146157279
487864,.146157279
609379,.146157279
830125,.146157279
927551,.146157279
565806,.146157279
718467,.146157921
1596063,.146158562
1084174,.146159203
1780147,.146159203
1517473,.146159203
33356,.146159203
576587,.146159203
1115269,.146159845
886184,.146159845
373681,.146159845
803799,.146160486
228720,.146160486
409839,.146160486
575865,.146161128
382684,.146161769
906269,.146161769
951235,.146162410
116013,.146163693
1385405,.146164334
1406281,.146164334
549179,.146164975
639302,.146164975
691165,.146164975
828637,.146164975
922716,.146165617
462512,.146166258
934658,.146166258
1416035,.146166899
853771,.146166899
1339485,.146166899
129602,.146167540
1346433,.146167540
352933,.146167540
929915,.146167540
1787445,.146168181
1633502,.146168181
1707204,.146168181
981874,.146168823
1159209,.146169464
505752,.146169464
1706789,.146170746
724697,.146170746
1155011,.146170746
651983,.146170746
1372736,.146171387
914823,.146171387
115872,.146172028
506541,.146172028
1188718,.146172669
129453,.146172669
1553957,.146172669
622120,.146173310
876043,.146176516
1752909,.146177157
1683510,.146177798
933269,.146178439
445141,.146179079
1037623,.146179079
1206285,.146179720
494105,.146179720
1082445,.146180361
1297567,.146180361
1246960,.146182284
34582,.146182284
355154,.146182925
243263,.146183566
682855,.146183566
1164172,.146184207
560524,.146184207
488709,.146184847
1077270,.146184847
1114466,.146184847
399038,.146185488
179796,.146186129
811786,.146186129
1400447,.146186770
520149,.146186770
59553,.146192536
1231803,.146192536
987821,.146193177
1274272,.146195098
84118,.146197020
667749,.146197661
586813,.146198301
1503860,.146199582
650139,.146200222
1437704,.146202144
1504707,.146202144
1609655,.146202144
1680975,.146203425
116081,.146204065
1442863,.146204065
431314,.146204065
1564177,.146204705
907613,.146204705
1774281,.146205986
1665047,.146207267
745543,.146207267
1586859,.146207907
407039,.146207907
264241,.146208547
1654016,.146209828
1269935,.146211108
1589811,.146211108
1597567,.146211108
1570452,.146212388
1581763,.146213669
1059203,.146214949
1645727,.146214949
984167,.146214949
1614768,.146219430
181401,.146220710
168773,.146221990
611803,.146228388
501454,.146230308
415690,.146230947
684596,.146232227
96301,.146232867
601631,.146235425
1726057,.146236065
1093976,.146236705
807153,.146238623
13634,.146241182
1499675,.146242461
904078,.146245658
697408,.146246297
679923,.146248855
712991,.146248855
1141333,.146248855
1700352,.146248855
214315,.146263556
158390,.190311358
169941,.190313372
632384,.190313372
151470,.190321425
270464,.190321425
1043912,.190327464
50150,.190331490
167777,.190333503
356770,.190335516
513603,.190335516
915446,.190335516
1803292,.190347591
1759084,.190351616
722520,.190351616
583267,.190351616
1626793,.190351616
1643443,.190351616
31564,.190351616
59563,.190351616
962717,.190351616
1534253,.190353628
785861,.190357652
977106,.190357652
100259,.190359665
1774184,.190359665
1292932,.190361677
69021,.190363689
214766,.190363689
168624,.190365700
721984,.190365700
76797,.190365700
1566874,.190367712
1213678,.190367712
1748826,.190367712
808902,.190367712
1370381,.190367712
1474173,.190367712
310123,.190367712
984723,.190369724
102233,.190371736
1046551,.190371736
339049,.190371736
474803,.190371736
670099,.190371736
1532465,.190373748
1544645,.190373748
280233,.190377771
1774409,.190379782
969193,.190379782
1337523,.190379782
342115,.190381794
168162,.190381794
231540,.190381794
1504315,.190385816
1654010,.190385816
695210,.190385816
84371,.190389839
1217321,.190391850
1518666,.190391850
980188,.190391850
748997,.190393861
1421560,.190393861
1630621,.190393861
48822,.190393861
976523,.190393861
624604,.190395872
1287497,.190397883
1390681,.190399894
645500,.190399894
481966,.190401905
1260283,.190401905
38936,.190401905
1378194,.190403916
1792082,.190405927
257629,.190405927
165450,.190407937
1280555,.190409948
1664374,.190409948
663336,.190411959
1724725,.190413969
1621285,.190413969
1344091,.190413969
1555396,.190420000
155745,.190420000
1759933,.190424021
1185648,.190426031
1415441,.190426031
1421257,.190426031
789996,.190426031
432137,.190428041
52330,.190430051
329467,.190434071
530007,.190434071
377263,.190434071
220258,.190436081
737875,.190436081
1129143,.190438091
389127,.190440101
24823,.190440101
643954,.190440101
1699472,.190442110
1090794,.190444120
178738,.190444120
1783904,.190446130
1716997,.190448139
481398,.190448139
505758,.190450149
381681,.190450149
45566,.190450149
30872,.190452158
134354,.190456177
840862,.190456177
1449683,.190458186
771365,.190458186
864759,.190458186
584616,.190460195
470311,.190464213
933811,.190464213
1216681,.190466222
142597,.190466222
1549943,.190466222
488031,.190470240
1560370,.190472249
1805090,.190478275
1581275,.190480284
543979,.190486309
1505288,.190488318
101303,.190488318
294722,.190490326
100929,.190492334
95871,.190494343
1492249,.190496351
1786290,.190500367
886675,.190500367
509073,.190502375
247461,.190502375
478879,.190502375
94113,.190504383
424815,.190504383
118109,.190514421
1807388,.190516429
13810,.190518437
590581,.190520444
367504,.190522451
547737,.190528473
620429,.190532487
311692,.190536501
876796,.190540515
489126,.190542522
726447,.190544529
745410,.190544529
1690702,.190546536
1703358,.190546536
300791,.190546536
503078,.190548542
154590,.190548542
1433039,.190556568
1652468,.190558574
1638869,.190562587
1632444,.190562587
443041,.190562587
1306402,.190566599
884806,.190568605
925305,.190568605
1274232,.190576629
1239508,.190580640
168955,.190582646
48865,.190584652
780997,.190586657
291279,.190586657
328705,.190586657
377078,.190586657
881644,.190586657
785224,.190588663
693345,.190588663
503814,.190590668
213439,.190592673
355542,.190596684
554587,.190598689
93247,.190600694
293530,.190604704
5049,.190606709
1122800,.190608714
985190,.190610719
626555,.190610719
116159,.190614729
345244,.190616733
1481832,.190616733
89357,.190616733
1342029,.190618738
1386829,.190618738
312486,.190622747
1498486,.190622747
674723,.190628760
389046,.190628760
1079493,.190630764
1302173,.190648800
1161969,.190652807
519037,.190654811
951260,.190654811
1730971,.190666831
1006801,.190674843
1298376,.190674843
324575,.190678849
1660080,.190682855
1751208,.190688862
18157,.190702879
740834,.190708885
681716,.190714891
1779193,.190718894
214363,.190724899
1461461,.190732904
114606,.190744911
1303276,.190766917
2682,.190768918
1182039,.190784917
1132836,.190812908
1592398,.190856871
258463,.190970643
27037,.205982619
572619,.205993516
277980,.206004427
1158639,.206012331
1285288,.206029174
920815,.206035110
622186,.206038078
1239171,.206039067
330110,.206039067
1533590,.206041045
767105,.206041045
1465764,.206042017
1442868,.206043006
1493353,.206043024
1624349,.206043995
1635874,.206043995
1091239,.206044984
541519,.206044984
375078,.206045973
1544378,.206045991
650976,.206045991
10202,.206050918
1586712,.206050935
988733,.206051924
640994,.206052896
307860,.206053885
1144467,.206053902
1111575,.206054873
601939,.206054873
1335326,.206054873
1205507,.206057839
173758,.206057857
608155,.206057857
173391,.206058828
1314114,.206058845
1078299,.206058845
704139,.206058845
1553906,.206059817
1006467,.206059834
1577615,.206060805
1330443,.206060823
1721059,.206060823
5989,.206060823
759931,.206060823
926247,.206061811
100987,.206062782
598332,.206062800
1034895,.206064759
1550831,.206064759
477796,.206064759
890615,.206064759
1422049,.206065748
468996,.206065765
1310078,.206066736
1262400,.206066753
1587892,.206067725
1179665,.206069718
1485239,.206070689
793116,.206070707
420966,.206072666
876117,.206072666
1135140,.206073654
76430,.206073671
542606,.206075648
1666911,.206076636
1656030,.206077607
440266,.206077624
1409168,.206078612
202670,.206079583
696961,.206079600
1408226,.206080571
1410044,.206080588
387192,.206080588
1361172,.206081559
372272,.206082547
692355,.206082547
259515,.206082564
958530,.206082564
1780737,.206084523
1801262,.206084523
1020554,.206085511
1393683,.206085511
426978,.206086516
120103,.206087486
214169,.206087486
1698442,.206087503
380368,.206088491
779292,.206088491
179793,.206089462
1354669,.206089479
488388,.206089479
258298,.206090449
1653689,.206090467
807802,.206090467
290325,.206091437
76264,.206091437
1107944,.206091454
786697,.206091454
1088838,.206091454
1796252,.206091454
1133285,.206092425
213662,.206092425
271896,.206093412
109954,.206093412
213098,.206093412
341725,.206093430
1145007,.206093430
538041,.206094400
1257010,.206094417
591903,.206094417
32978,.206095388
328444,.206095388
1255739,.206097363
1469427,.206097363
461494,.206097363
871274,.206098350
111536,.206099355
2000,.206100325
635550,.206100342
725525,.206101312
1442210,.206101330
519275,.206102300
742955,.206103287
771853,.206103287
1524675,.206103304
89116,.206104275
1779583,.206104292
631768,.206105262
440936,.206106249
188085,.206106249
677086,.206106266
1068310,.206107254
1396499,.206107254
964591,.206107254
1719282,.206108241
41361,.206109211
539869,.206109211
400720,.206109228
740381,.206109228
1033619,.206110198
410558,.206110198
1139008,.206110215
1805085,.206112189
1651164,.206113159
1414283,.206113159
275290,.206113176
356935,.206113176
768483,.206114146
1027204,.206114146
1063644,.206114163
463173,.206115150
905154,.206115150
1695969,.206116120
379660,.206116120
300583,.206116120
1295416,.206117107
332337,.206117107
49873,.206117124
424712,.206118094
1608239,.206118111
708995,.206118111
76359,.206119081
15042,.206119081
1195629,.206120068
1287570,.206120068
1596049,.206120085
1038721,.206120085
1451433,.206121055
1522217,.206121072
1737123,.206122041
1748920,.206122059
1206650,.206123045
768227,.206124015
39755,.206124015
